reporting_period,province,district,program_id,program_name,indicator_code,indicator_name,reported_value,target_value,reporting_officer,submission_date,submission_status,ministry,is_valid_geo,source_file,ingestion_timestamp
2025M03,Southern,Monze,MGEE002,Environmental Compliance,MGEE_IND_001,Environmental Inspections,361.0,329.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE002,Environmental Compliance,MGEE_IND_002,Climate Adaptation Activities,167.0,171.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE002,Environmental Compliance,MGEE_IND_003,Community Trainings Conducted,359.0,354.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE002,Environmental Compliance,MGEE_IND_004,Forestry Restoration Projects,517.0,488.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE002,Environmental Compliance,MGEE_IND_005,Environmental Compliance Reviews,476.0,501.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE003,Forestry Restoration,MGEE_IND_001,Environmental Inspections,1026.0,1050.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE003,Forestry Restoration,MGEE_IND_002,Climate Adaptation Activities,619.0,708.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE003,Forestry Restoration,MGEE_IND_003,Community Trainings Conducted,909.0,867.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE003,Forestry Restoration,MGEE_IND_004,Forestry Restoration Projects,239.0,244.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE003,Forestry Restoration,MGEE_IND_005,Environmental Compliance Reviews,135.0,158.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE004,Green Economy,MGEE_IND_001,Environmental Inspections,630.0,696.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE004,Green Economy,MGEE_IND_002,Climate Adaptation Activities,600.0,598.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE004,Green Economy,MGEE_IND_003,Community Trainings Conducted,285.0,293.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE004,Green Economy,MGEE_IND_004,Forestry Restoration Projects,234.0,268.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Southern,Monze,MGEE004,Green Economy,MGEE_IND_005,Environmental Compliance Reviews,612.0,562.0,Monze Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE001,Climate Adaptation,MGEE_IND_001,Environmental Inspections,604.0,634.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE001,Climate Adaptation,MGEE_IND_002,Climate Adaptation Activities,885.0,881.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE001,Climate Adaptation,MGEE_IND_003,Community Trainings Conducted,1140.0,1304.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE001,Climate Adaptation,MGEE_IND_004,Forestry Restoration Projects,302.0,340.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE001,Climate Adaptation,MGEE_IND_005,Environmental Compliance Reviews,465.0,446.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE002,Environmental Compliance,MGEE_IND_001,Environmental Inspections,269.0,317.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE002,Environmental Compliance,MGEE_IND_002,Climate Adaptation Activities,144.0,164.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE002,Environmental Compliance,MGEE_IND_003,Community Trainings Conducted,938.0,1092.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE002,Environmental Compliance,MGEE_IND_004,Forestry Restoration Projects,384.0,399.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE002,Environmental Compliance,MGEE_IND_005,Environmental Compliance Reviews,168.0,188.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE003,Forestry Restoration,MGEE_IND_001,Environmental Inspections,770.0,787.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE003,Forestry Restoration,MGEE_IND_002,Climate Adaptation Activities,442.0,505.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE003,Forestry Restoration,MGEE_IND_003,Community Trainings Conducted,759.0,728.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE003,Forestry Restoration,MGEE_IND_004,Forestry Restoration Projects,54.0,58.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE003,Forestry Restoration,MGEE_IND_005,Environmental Compliance Reviews,373.0,434.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE004,Green Economy,MGEE_IND_001,Environmental Inspections,423.0,399.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE004,Green Economy,MGEE_IND_002,Climate Adaptation Activities,296.0,305.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE004,Green Economy,MGEE_IND_003,Community Trainings Conducted,1026.0,1057.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE004,Green Economy,MGEE_IND_004,Forestry Restoration Projects,444.0,470.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Chipata,MGEE004,Green Economy,MGEE_IND_005,Environmental Compliance Reviews,163.0,176.0,Chipata Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE001,Climate Adaptation,MGEE_IND_001,Environmental Inspections,1071.0,1151.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE001,Climate Adaptation,MGEE_IND_002,Climate Adaptation Activities,499.0,540.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE001,Climate Adaptation,MGEE_IND_003,Community Trainings Conducted,595.0,669.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE001,Climate Adaptation,MGEE_IND_004,Forestry Restoration Projects,417.0,470.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE001,Climate Adaptation,MGEE_IND_005,Environmental Compliance Reviews,369.0,411.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE002,Environmental Compliance,MGEE_IND_001,Environmental Inspections,843.0,928.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE002,Environmental Compliance,MGEE_IND_002,Climate Adaptation Activities,566.0,658.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE002,Environmental Compliance,MGEE_IND_003,Community Trainings Conducted,608.0,,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE002,Environmental Compliance,MGEE_IND_004,Forestry Restoration Projects,154.0,164.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE002,Environmental Compliance,MGEE_IND_005,Environmental Compliance Reviews,581.0,552.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE003,Forestry Restoration,MGEE_IND_001,Environmental Inspections,1241.0,1410.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE003,Forestry Restoration,MGEE_IND_002,Climate Adaptation Activities,619.0,728.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE003,Forestry Restoration,MGEE_IND_003,Community Trainings Conducted,984.0,1022.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE003,Forestry Restoration,MGEE_IND_004,Forestry Restoration Projects,124.0,117.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE003,Forestry Restoration,MGEE_IND_005,Environmental Compliance Reviews,589.0,669.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE004,Green Economy,MGEE_IND_001,Environmental Inspections,1160.0,1104.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE004,Green Economy,MGEE_IND_002,Climate Adaptation Activities,623.0,587.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE004,Green Economy,MGEE_IND_003,Community Trainings Conducted,705.0,658.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE004,Green Economy,MGEE_IND_004,Forestry Restoration Projects,360.0,364.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Katete,MGEE004,Green Economy,MGEE_IND_005,Environmental Compliance Reviews,249.0,270.0,Katete Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE001,Climate Adaptation,MGEE_IND_001,Environmental Inspections,516.0,564.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE001,Climate Adaptation,MGEE_IND_002,Climate Adaptation Activities,426.0,411.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE001,Climate Adaptation,MGEE_IND_003,Community Trainings Conducted,612.0,564.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE001,Climate Adaptation,MGEE_IND_004,Forestry Restoration Projects,473.0,470.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE001,Climate Adaptation,MGEE_IND_005,Environmental Compliance Reviews,393.0,364.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE002,Environmental Compliance,MGEE_IND_001,Environmental Inspections,511.0,575.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE002,Environmental Compliance,MGEE_IND_002,Climate Adaptation Activities,828.0,775.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE002,Environmental Compliance,MGEE_IND_003,Community Trainings Conducted,-1079.0,1163.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE002,Environmental Compliance,MGEE_IND_004,Forestry Restoration Projects,313.0,329.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE002,Environmental Compliance,MGEE_IND_005,Environmental Compliance Reviews,332.0,317.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE003,Forestry Restoration,MGEE_IND_001,Environmental Inspections,780.0,810.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE003,Forestry Restoration,MGEE_IND_002,Climate Adaptation Activities,838.0,869.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE003,Forestry Restoration,MGEE_IND_003,Community Trainings Conducted,263.0,293.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE003,Forestry Restoration,MGEE_IND_004,Forestry Restoration Projects,329.0,317.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE003,Forestry Restoration,MGEE_IND_005,Environmental Compliance Reviews,340.0,352.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE004,Green Economy,MGEE_IND_001,Environmental Inspections,441.0,458.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE004,Green Economy,MGEE_IND_002,Climate Adaptation Activities,821.0,822.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE004,Green Economy,MGEE_IND_003,Community Trainings Conducted,1648.0,,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE004,Green Economy,MGEE_IND_004,Forestry Restoration Projects,224.0,211.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Petauke,MGEE004,Green Economy,MGEE_IND_005,Environmental Compliance Reviews,278.0,305.0,Petauke Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE001,Climate Adaptation,MGEE_IND_001,Environmental Inspections,1243.0,1151.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE001,Climate Adaptation,MGEE_IND_002,Climate Adaptation Activities,117.0,117.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE001,Climate Adaptation,MGEE_IND_003,Community Trainings Conducted,566.0,552.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE001,Climate Adaptation,MGEE_IND_004,Forestry Restoration Projects,235.0,270.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE001,Climate Adaptation,MGEE_IND_005,Environmental Compliance Reviews,448.0,411.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE002,Environmental Compliance,MGEE_IND_001,Environmental Inspections,691.0,810.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE002,Environmental Compliance,MGEE_IND_002,Climate Adaptation Activities,737.0,787.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE002,Environmental Compliance,MGEE_IND_003,Community Trainings Conducted,341.0,364.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE002,Environmental Compliance,MGEE_IND_004,Forestry Restoration Projects,320.0,352.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE002,Environmental Compliance,MGEE_IND_005,Environmental Compliance Reviews,122.0,141.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE003,Forestry Restoration,MGEE_IND_001,Environmental Inspections,1083.0,1139.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE003,Forestry Restoration,MGEE_IND_002,Climate Adaptation Activities,761.0,728.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE003,Forestry Restoration,MGEE_IND_003,Community Trainings Conducted,857.0,904.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE003,Forestry Restoration,MGEE_IND_004,Forestry Restoration Projects,230.0,270.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE003,Forestry Restoration,MGEE_IND_005,Environmental Compliance Reviews,357.0,329.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE004,Green Economy,MGEE_IND_001,Environmental Inspections,1043.0,1128.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE004,Green Economy,MGEE_IND_002,Climate Adaptation Activities,890.0,893.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE004,Green Economy,MGEE_IND_003,Community Trainings Conducted,419.0,434.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE004,Green Economy,MGEE_IND_004,Forestry Restoration Projects,223.0,235.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Eastern,Lundazi,MGEE004,Green Economy,MGEE_IND_005,Environmental Compliance Reviews,164.0,152.0,Lundazi Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE001,Climate Adaptation,MGEE_IND_001,Environmental Inspections,631.0,742.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE001,Climate Adaptation,MGEE_IND_002,Climate Adaptation Activities,735.0,676.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE001,Climate Adaptation,MGEE_IND_003,Community Trainings Conducted,723.0,714.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE001,Climate Adaptation,MGEE_IND_004,Forestry Restoration Projects,224.0,225.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE001,Climate Adaptation,MGEE_IND_005,Environmental Compliance Reviews,107.0,112.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE002,Environmental Compliance,MGEE_IND_001,Environmental Inspections,261.0,272.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE002,Environmental Compliance,MGEE_IND_002,Climate Adaptation Activities,635.0,601.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE002,Environmental Compliance,MGEE_IND_003,Community Trainings Conducted,858.0,855.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE002,Environmental Compliance,MGEE_IND_004,Forestry Restoration Projects,86.0,94.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE002,Environmental Compliance,MGEE_IND_005,Environmental Compliance Reviews,280.0,300.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE003,Forestry Restoration,MGEE_IND_001,Environmental Inspections,665.0,723.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE003,Forestry Restoration,MGEE_IND_002,Climate Adaptation Activities,660.0,714.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE003,Forestry Restoration,MGEE_IND_003,Community Trainings Conducted,1277.0,1165.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
2025M03,Central,Kabwe,MGEE003,Forestry Restoration,MGEE_IND_004,Forestry Restoration Projects,285.0,263.0,Kabwe Reporting Officer,2026-01-15,Submitted,MGEE,True,MGEE_WEIGHTED_2025_2026.csv,2026-05-25 10:13:25.985419
